城市id	城市名称	城市名称英文	市级名称	市级名称英文	省级名称	省级名称英文	国家名称	国家名称英文	经度	纬度	cityType
673	衡阳县	Hengyang County	衡阳市	Hengyang	湖南省	Hunan	中国	China	112.3377075	26.97740561	0
674	衡南县	Hengnan County	衡阳市	Hengyang	湖南省	Hunan	中国	China	112.6042692	26.86989758	0
675	衡山县	Hengshan County	衡阳市	Hengyang	湖南省	Hunan	中国	China	112.8550992	27.23631046	0
676	衡东县	Hengdong County	衡阳市	Hengyang	湖南省	Hunan	中国	China	112.944	27.088995	0
677	祁东县	Qidong County	衡阳市	Hengyang	湖南省	Hunan	中国	China	112.1205424	26.7805145	0
679	邵阳市	Shaoyang	邵阳市	Shaoyang	湖南省	Hunan	中国	China	111.4594002	27.24266858	0
680	武冈市	Wugang, Shaoyang	邵阳市	Shaoyang	湖南省	Hunan	中国	China	110.6148934	26.7266581	0
681	邵东市	ShaodongCity	邵阳市	Shaoyang	湖南省	Hunan	中国	China	111.7304736	27.24454401	0
682	新邵县	Xinshao County	邵阳市	Shaoyang	湖南省	Hunan	中国	China	111.4490957	27.32586022	0
683	邵阳县	Shaoyang County	邵阳市	Shaoyang	湖南省	Hunan	中国	China	111.2549173	26.9938236	0
684	隆回县	Longhui County	邵阳市	Shaoyang	湖南省	Hunan	中国	China	111.0203613	27.11824351	0
685	洞口县	Dongkou County	邵阳市	Shaoyang	湖南省	Hunan	中国	China	110.5612942	27.06364412	0
686	绥宁县	Suining County, Shaoyang	邵阳市	Shaoyang	湖南省	Hunan	中国	China	110.145046	26.58401539	0
687	新宁县	Xinning County	邵阳市	Shaoyang	湖南省	Hunan	中国	China	110.835211	26.42570477	0
688	城步苗族自治县	Chengbu Miao Autonomous County	邵阳市	Shaoyang	湖南省	Hunan	中国	China	110.3345138	26.40808514	0
690	岳阳市	Yueyang	岳阳市	Yueyang	湖南省	Hunan	中国	China	113.0956236	29.37808443	0
691	汨罗市	Miluo	岳阳市	Yueyang	湖南省	Hunan	中国	China	113.08084	28.81172	0
692	临湘市	Linxiang	岳阳市	Yueyang	湖南省	Hunan	中国	China	113.4705766	29.47468435	0
694	华容县	Huarong County	岳阳市	Yueyang	湖南省	Hunan	中国	China	112.5579901	29.52236966	0
695	湘阴县	Xiangyin County	岳阳市	Yueyang	湖南省	Hunan	中国	China	112.8073408	28.70147571	0
696	平江县	Pingjiang County	岳阳市	Yueyang	湖南省	Hunan	中国	China	113.5743532	28.69922416	0
699	常德市	Changde	常德市	Changde	湖南省	Hunan	中国	China	111.6829502	29.03096771	0
700	津市市	Jinshi	常德市	Changde	湖南省	Hunan	中国	China	111.8552481	29.62666251	0
701	安乡县	Anxiang County	常德市	Changde	湖南省	Hunan	中国	China	112.1507578	29.41227041	0
702	汉寿县	Hanshou County	常德市	Changde	湖南省	Hunan	中国	China	111.9666506	28.91668281	0
703	临澧县	Linli County	常德市	Changde	湖南省	Hunan	中国	China	111.6354931	29.43647093	0
704	澧县	Li County, Changde	常德市	Changde	湖南省	Hunan	中国	China	111.7418926	29.63480811	0
705	桃源县	Taoyuan County	常德市	Changde	湖南省	Hunan	中国	China	111.47138	28.8964278	0
706	石门县	Shimen County	常德市	Changde	湖南省	Hunan	中国	China	111.3631171	29.58744958	0
708	张家界市	Zhangjiajie	张家界市	Zhangjiajie	湖南省	Hunan	中国	China	110.4752545	29.13027787	0
709	慈利县	Cili County	张家界市	Zhangjiajie	湖南省	Hunan	中国	China	111.12171	29.426342	0
710	桑植县	Sangzhi County	张家界市	Zhangjiajie	湖南省	Hunan	中国	China	110.16237	29.392685	0
711	武陵源区	Wulingyuan District	张家界市	Zhangjiajie	湖南省	Hunan	中国	China	110.53	29.35	0
713	益阳市	Yiyang	益阳市	Yiyang	湖南省	Hunan	中国	China	112.3270111	28.58302716	0
714	沅江市	Yuanjiang	益阳市	Yiyang	湖南省	Hunan	中国	China	112.3727247	28.84458052	0
715	南县	Nan County	益阳市	Yiyang	湖南省	Hunan	中国	China	112.3971882	29.36886664	0
716	桃江县	Taojiang County	益阳市	Yiyang	湖南省	Hunan	中国	China	112.1118931	28.52359257	0
717	安化县	Anhua County	益阳市	Yiyang	湖南省	Hunan	中国	China	111.1975327	28.38237603	0
718	赫山区	Heshan District, Yiyang	益阳市	Yiyang	湖南省	Hunan	中国	China	112.37	28.6	0
720	郴州市	Chenzhou	郴州市	Chenzhou	湖南省	Hunan	中国	China	113.0250932	25.81173158	0
721	资兴市	Zixing	郴州市	Chenzhou	湖南省	Hunan	中国	China	113.22253	25.943691	0
722	桂阳县	Guiyang County	郴州市	Chenzhou	湖南省	Hunan	中国	China	112.71519	25.7373387	0
723	宜章县	Yizhang County	郴州市	Chenzhou	湖南省	Hunan	中国	China	112.9443736	25.39316269	0
724	永兴县	Yongxing County	郴州市	Chenzhou	湖南省	Hunan	中国	China	113.11494	26.133934	0
725	嘉禾县	Jiahe County	郴州市	Chenzhou	湖南省	Hunan	中国	China	112.3514133	25.58128393	0
726	临武县	Linwu County	郴州市	Chenzhou	湖南省	Hunan	中国	China	112.5334891	25.27647193	0
727	汝城县	Rucheng County	郴州市	Chenzhou	湖南省	Hunan	中国	China	113.6709911	25.54839303	0
728	桂东县	Guidong County	郴州市	Chenzhou	湖南省	Hunan	中国	China	113.9372141	26.08503879	0
729	安仁县	Anren County	郴州市	Chenzhou	湖南省	Hunan	中国	China	113.2549236	26.70694303	0
730	苏仙区	Suxian District	郴州市	Chenzhou	湖南省	Hunan	中国	China	113.0424417	25.80036944	0
732	永州市	Yongzhou	永州市	Yongzhou	湖南省	Hunan	中国	China	111.5758096	26.43174148	0
734	祁阳市	Qiyang	永州市	Yongzhou	湖南省	Hunan	中国	China	111.8472273	26.58653994	0
735	东安县	Dongan County	永州市	Yongzhou	湖南省	Hunan	中国	China	111.2767787	26.39813436	0
736	双牌县	Shuangpai County	永州市	Yongzhou	湖南省	Hunan	中国	China	111.65299	25.963419	0
737	道县	Dao County	永州市	Yongzhou	湖南省	Hunan	中国	China	111.5748702	25.52503852	0
738	江永县	Jiangyong County	永州市	Yongzhou	湖南省	Hunan	中国	China	111.3229207	25.27317383	0
739	宁远县	Ningyuan County	永州市	Yongzhou	湖南省	Hunan	中国	China	111.9578188	25.60659328	0
740	蓝山县	Lanshan County	永州市	Yongzhou	湖南省	Hunan	中国	China	112.1763133	25.36988389	0
741	新田县	Xintian County	永州市	Yongzhou	湖南省	Hunan	中国	China	112.2025345	25.90359393	0
742	江华瑶族自治县	Jianghua Yao Autonomous County	永州市	Yongzhou	湖南省	Hunan	中国	China	111.5835661	25.18449342	0
744	怀化市	Huaihua	怀化市	Huaihua	湖南省	Hunan	中国	China	109.9452866	27.55272645	0
745	沅陵县	Yuanling County	怀化市	Huaihua	湖南省	Hunan	中国	China	110.3926093	28.45304493	0
746	辰溪县	Chenxi County	怀化市	Huaihua	湖南省	Hunan	中国	China	110.1728501	28.0022971	0
747	溆浦县	Xupu County	怀化市	Huaihua	湖南省	Hunan	中国	China	110.581494	27.90479052	0
748	中方县	Zhongfang County	怀化市	Huaihua	湖南省	Hunan	中国	China	109.9071522	27.47267013	0
749	会同县	Huitong County	怀化市	Huaihua	湖南省	Hunan	中国	China	109.7052877	26.87602446	0
750	麻阳苗族自治县	Mayang Miao Autonomous County	怀化市	Huaihua	湖南省	Hunan	中国	China	109.795599	27.87556178	0
751	新晃侗族自治县	Sinko Dong Autonomous County	怀化市	Huaihua	湖南省	Hunan	中国	China	109.172677	27.35573492	0
752	芷江侗族自治县	Zhijiang Dong Autonomous County	怀化市	Huaihua	湖南省	Hunan	中国	China	109.6707879	27.44326885	0
753	靖州苗族侗族自治县	Jingzhou Miao and Dong Autonomous County	怀化市	Huaihua	湖南省	Hunan	中国	China	109.6831993	26.57052627	0
754	通道侗族自治县	Tongdao Dong Autonomous County	怀化市	Huaihua	湖南省	Hunan	中国	China	109.765593	26.15990744	0
756	娄底市	Loudi	娄底市	Loudi	湖南省	Hunan	中国	China	111.9833426	27.7499946	0
757	冷水江市	Lengshuijiang	娄底市	Loudi	湖南省	Hunan	中国	China	111.4171156	27.68693863	0
758	涟源市	Lianyuan	娄底市	Loudi	湖南省	Hunan	中国	China	111.6638884	27.69717842	0
759	双峰县	Shuangfeng County	娄底市	Loudi	湖南省	Hunan	中国	China	112.187899	27.45275386	0
760	新化县	Xinhua County	娄底市	Loudi	湖南省	Hunan	中国	China	111.287116	27.74812257	0
761	冷水滩区	Lengshuitan District	永州市	Yongzhou	湖南省	Hunan	中国	China	111.5673127	26.44675768	0
763	吉首市	Jishou	湘西土家族苗族自治州	Xiangxi Tujia and Miao Autonomous Prefecture	湖南省	Hunan	中国	China	109.7274672	28.31623825	0
764	泸溪县	Luxi County	湘西土家族苗族自治州	Xiangxi Tujia and Miao Autonomous Prefecture	湖南省	Hunan	中国	China	110.143177	28.27605184	0
765	凤凰县	Fenghuang County	湘西土家族苗族自治州	Xiangxi Tujia and Miao Autonomous Prefecture	湖南省	Hunan	中国	China	109.5903849	27.94912444	0
766	花垣县	Huayuan County	湘西土家族苗族自治州	Xiangxi Tujia and Miao Autonomous Prefecture	湖南省	Hunan	中国	China	109.4691299	28.5922645	0
767	保靖县	Baojing County	湘西土家族苗族自治州	Xiangxi Tujia and Miao Autonomous Prefecture	湖南省	Hunan	中国	China	109.6417091	28.70717726	0
768	古丈县	Guzhang County	湘西土家族苗族自治州	Xiangxi Tujia and Miao Autonomous Prefecture	湖南省	Hunan	中国	China	109.940718	28.62177132	0
769	永顺县	Yongshun County	湘西土家族苗族自治州	Xiangxi Tujia and Miao Autonomous Prefecture	湖南省	Hunan	中国	China	109.8375716	29.00160688	0
770	龙山县	Longshan County	湘西土家族苗族自治州	Xiangxi Tujia and Miao Autonomous Prefecture	湖南省	Hunan	中国	China	109.4337954	29.45705736	0
772	黔阳	Qianyang County	黔阳	Qianyang County	湖南省	Hunan	中国	China	109.8366694	27.20860833	0
773	洪江市	Hongjiang	怀化市	Huaihua	湖南省	Hunan	中国	China	109.9884988	27.11654645	0
776	南宁市	Nanning	南宁市	Nanning	广西壮族自治区	Guangxi	中国	China	108.31177	22.806543	0
777	邕宁区	Yongning District	南宁市	Nanning	广西壮族自治区	Guangxi	中国	China	108.48778	22.753807	0
778	武鸣区	Wuming District	南宁市	Nanning	广西壮族自治区	Guangxi	中国	China	108.27629	23.166767	0
779	隆安县	Longan County	南宁市	Nanning	广西壮族自治区	Guangxi	中国	China	107.68495	23.178167	0
780	马山县	Mashan County	南宁市	Nanning	广西壮族自治区	Guangxi	中国	China	108.17472	23.714365	0
781	上林县	Shanglin County	南宁市	Nanning	广西壮族自治区	Guangxi	中国	China	108.59114	23.442163	0
782	宾阳县	Binyang County	南宁市	Nanning	广西壮族自治区	Guangxi	中国	China	108.81004	23.216873	0
783	横州市	HengZhou	南宁市	Nanning	广西壮族自治区	Guangxi	中国	China	109.26704	22.692957	0
784	南宁城区	Nanning	南宁市	Nanning	广西壮族自治区	Guangxi	中国	China	108.6666667	23.33333333	0
785	江南区	Jiangnan District	南宁市	Nanning	广西壮族自治区	Guangxi	中国	China	108.2731667	22.78133333	0
787	柳州市	Liuzhou	柳州市	Liuzhou	广西壮族自治区	Guangxi	中国	China	109.40281	24.310406	0
788	柳江区	Liujiang District	柳州市	Liuzhou	广西壮族自治区	Guangxi	中国	China	109.32584	24.252417	0
789	柳城县	Liucheng County	柳州市	Liuzhou	广西壮族自治区	Guangxi	中国	China	109.23652	24.656956	0
790	鹿寨县	Luzhai County	柳州市	Liuzhou	广西壮族自治区	Guangxi	中国	China	109.73663	24.485367	0
791	融安县	Rongan County	柳州市	Liuzhou	广西壮族自治区	Guangxi	中国	China	109.38817	25.217857	0
792	融水苗族自治县	Rongshui Miao Autonomous County	柳州市	Liuzhou	广西壮族自治区	Guangxi	中国	China	109.24854	25.065443	0
793	三江侗族自治县	Sanjiang Dong Autonomous County	柳州市	Liuzhou	广西壮族自治区	Guangxi	中国	China	109.59576	25.785355	0
795	桂林市	Guilin	桂林市	Guilin	广西壮族自治区	Guangxi	中国	China	110.28668	25.281883	0
796	阳朔县	Yangshuo County	桂林市	Guilin	广西壮族自治区	Guangxi	中国	China	110.48363	24.777758	0
797	临桂区	Lingui District	桂林市	Guilin	广西壮族自治区	Guangxi	中国	China	110.20719	25.236319	0
798	灵川县	Lingchuan County, Guilin	桂林市	Guilin	广西壮族自治区	Guangxi	中国	China	110.32415	25.412704	0
799	平乐县	Pingle County	桂林市	Guilin	广西壮族自治区	Guangxi	中国	China	110.6465	24.635727	0
800	兴安县	Xing'an County	桂林市	Guilin	广西壮族自治区	Guangxi	中国	China	110.66587	25.613132	0
801	灌阳县	Guanyang County	桂林市	Guilin	广西壮族自治区	Guangxi	中国	China	111.14469	25.488653	0
802	荔浦市	Lipu	桂林市	Guilin	广西壮族自治区	Guangxi	中国	China	110.3912	24.496014	0
803	资源县	Ziyuan County	桂林市	Guilin	广西壮族自治区	Guangxi	中国	China	110.63795	26.030924	0
804	永福县	Yongfu County	桂林市	Guilin	广西壮族自治区	Guangxi	中国	China	109.98013	24.981726	0
805	龙胜各族自治县	Longsheng Various Nationalities Autonomous County	桂林市	Guilin	广西壮族自治区	Guangxi	中国	China	110.00895	25.794008	0
806	恭城瑶族自治县	Gongcheng Yao Autonomous County	桂林市	Guilin	广西壮族自治区	Guangxi	中国	China	110.82197	24.832979	0
807	全州县	Quanzhou County	桂林市	Guilin	广西壮族自治区	Guangxi	中国	China	111.0355253	25.89024456	0
809	梧州市	Wuzhou	梧州市	Wuzhou	广西壮族自治区	Guangxi	中国	China	111.30595	23.48662	0
810	岑溪市	Cenxi	梧州市	Wuzhou	广西壮族自治区	Guangxi	中国	China	111.00085	22.92906	0
811	苍梧县	Cangwu County	梧州市	Wuzhou	广西壮族自治区	Guangxi	中国	China	111.24039	23.421976	0
812	藤县	Teng County	梧州市	Wuzhou	广西壮族自治区	Guangxi	中国	China	110.90428	23.373119	0
813	蒙山县	Mengshan County	梧州市	Wuzhou	广西壮族自治区	Guangxi	中国	China	110.5198	24.203249	0
814	长洲区	Changzhou District	梧州市	Wuzhou	广西壮族自治区	Guangxi	中国	China	111.27495	23.48573333	0
816	北海市	Beihai	北海市	Beihai	广西壮族自治区	Guangxi	中国	China	109.11917	21.479797	0
817	合浦县	Hepu County	北海市	Beihai	广西壮族自治区	Guangxi	中国	China	109.19004	21.670145	0
818	涠洲岛风景区	Weizhou Scenic Area	北海市	Beihai	广西壮族自治区	Guangxi	中国	China	109.1047663	21.0441732	1
820	防城区	Fangcheng District	防城港市	Fangchenggang	广西壮族自治区	Guangxi	中国	China	108.35472	21.68713	0
821	上思县	Shangsi County	防城港市	Fangchenggang	广西壮族自治区	Guangxi	中国	China	107.97879	22.152637	0
822	防城港市	Fangchenggang	防城港市	Fangchenggang	广西壮族自治区	Guangxi	中国	China	108.35472	21.68713	0
823	东兴市	Dongxing	防城港市	Fangchenggang	广西壮族自治区	Guangxi	中国	China	107.9715778	21.54770833	0
825	贺州市	Hezhou	贺州市	Hezhou	广西壮族自治区	Guangxi	中国	China	111.53455	24.417259	0
826	钟山县	Zhongshan County	贺州市	Hezhou	广西壮族自治区	Guangxi	中国	China	111.29557	24.526541	0
827	昭平县	Zhaoping County	贺州市	Hezhou	广西壮族自治区	Guangxi	中国	China	110.80361	24.169123	0
828	富川瑶族自治县	Fuchuan Yao Autonomous County	贺州市	Hezhou	广西壮族自治区	Guangxi	中国	China	111.26509	24.824177	0
830	来宾市	Laibin	来宾市	Laibin	广西壮族自治区	Guangxi	中国	China	109.23294	23.73144	0
831	合山市	Heshan, Laibin	来宾市	Laibin	广西壮族自治区	Guangxi	中国	China	108.87385	23.801832	0
832	象州县	Xiangzhou County	来宾市	Laibin	广西壮族自治区	Guangxi	中国	China	109.68246	23.958055	0
833	武宣县	Wuxuan County	来宾市	Laibin	广西壮族自治区	Guangxi	中国	China	109.65503	23.596741	0
834	忻城县	Xincheng County	来宾市	Laibin	广西壮族自治区	Guangxi	中国	China	108.66047	24.064043	0
835	金秀瑶族自治县	Jinxiu Yao Autonomous County	来宾市	Laibin	广西壮族自治区	Guangxi	中国	China	110.1803	24.130014	0
837	贵港市	Guigang	贵港市	Guigang	广西壮族自治区	Guangxi	中国	China	109.60844	23.099092	0
838	桂平市	Guiping	贵港市	Guigang	广西壮族自治区	Guangxi	中国	China	110.07166	23.394571	0
839	平南县	Pingnan County, Guigang	贵港市	Guigang	广西壮族自治区	Guangxi	中国	China	110.39474	23.54998	0
841	玉林市	Yulin	玉林市	Yulin, Guangxi	广西壮族自治区	Guangxi	中国	China	110.14147	22.631897	0
842	北流市	Beiliu	玉林市	Yulin, Guangxi	广西壮族自治区	Guangxi	中国	China	110.34752	22.714184	0
843	容县	Rong County	玉林市	Yulin, Guangxi	广西壮族自治区	Guangxi	中国	China	110.55103	22.863588	0
844	陆川县	Luchuan County	玉林市	Yulin, Guangxi	广西壮族自治区	Guangxi	中国	China	110.26681	22.325253	0
845	博白县	Bobai County	玉林市	Yulin, Guangxi	广西壮族自治区	Guangxi	中国	China	109.97141	22.275869	0
846	兴业县	Xingye County	玉林市	Yulin, Guangxi	广西壮族自治区	Guangxi	中国	China	109.87	22.75	0
848	百色市	Baise	百色市	Baise	广西壮族自治区	Guangxi	中国	China	106.61211	23.901583	0
849	凌云县	Lingyun County	百色市	Baise	广西壮族自治区	Guangxi	中国	China	106.57572	24.348549	0
850	平果市	Pingguo City	百色市	Baise	广西壮族自治区	Guangxi	中国	China	107.57001	23.3248	0
851	西林县	Xilin County	百色市	Baise	广西壮族自治区	Guangxi	中国	China	105.09049	24.497915	0
852	乐业县	Leye County	百色市	Baise	广西壮族自治区	Guangxi	中国	China	106.56207	24.792288	0
853	德保县	Debao County	百色市	Baise	广西壮族自治区	Guangxi	中国	China	106.60835	23.332321	0
854	田林县	Tianlin County	百色市	Baise	广西壮族自治区	Guangxi	中国	China	106.23518	24.30167	0
855	田阳区	TianyangDistrict	百色市	Baise	广西壮族自治区	Guangxi	中国	China	106.90867	23.73387	0
856	靖西市	Jingxi	百色市	Baise	广西壮族自治区	Guangxi	中国	China	106.41589	23.142054	0
857	田东县	Tiandong County	百色市	Baise	广西壮族自治区	Guangxi	中国	China	107.11416	23.605627	0
858	那坡县	Napo County	百色市	Baise	广西壮族自治区	Guangxi	中国	China	105.84009	23.412697	0
859	隆林各族自治县	Longlin Various Nationalities Autonomous County	百色市	Baise	广西壮族自治区	Guangxi	中国	China	105.33133	24.78113	0
861	河池市	Hechi	河池市	Hechi	广西壮族自治区	Guangxi	中国	China	108.05163	24.696892	0
862	宜州区	YizhouDistrict	河池市	Hechi	广西壮族自治区	Guangxi	中国	China	108.65588	24.49073	0
863	天峨县	Tian'e County	河池市	Hechi	广西壮族自治区	Guangxi	中国	China	107.15588	25.008724	0
864	凤山县	Fengshan County	河池市	Hechi	广西壮族自治区	Guangxi	中国	China	107.0479	24.542965	0
865	南丹县	Nandan County	河池市	Hechi	广西壮族自治区	Guangxi	中国	China	107.53483	24.983593	0
866	东兰县	Donglan County	河池市	Hechi	广西壮族自治区	Guangxi	中国	China	107.37263	24.520552	0
867	都安瑶族自治县	Duan Yao Autonomous County	河池市	Hechi	广西壮族自治区	Guangxi	中国	China	108.09344	23.934784	0
868	罗城仫佬族自治县	Luocheng Mulao Autonomous County	河池市	Hechi	广西壮族自治区	Guangxi	中国	China	108.89851	24.781307	0
869	巴马瑶族自治县	Bama Yao Autonomous County	河池市	Hechi	广西壮族自治区	Guangxi	中国	China	107.24593	24.146502	0
870	环江毛南族自治县	Huanjiang Maonan Autonomous County	河池市	Hechi	广西壮族自治区	Guangxi	中国	China	108.25638	24.829609	0
871	大化瑶族自治县	Dahua Yao Autonomous County	河池市	Hechi	广西壮族自治区	Guangxi	中国	China	107.99053	23.749001	0
873	钦州市	Qinzhou	钦州市	Qinzhou	广西壮族自治区	Guangxi	中国	China	108.6147	21.949869	0
874	灵山县	Lingshan County	钦州市	Qinzhou	广西壮族自治区	Guangxi	中国	China	109.28741	22.434591	0
875	浦北县	Pubei County	钦州市	Qinzhou	广西壮族自治区	Guangxi	中国	China	109.54034	22.269863	0
877	崇左市	Chongzuo	崇左市	Chongzuo	广西壮族自治区	Guangxi	中国	China	107.35506	22.420197	0
878	宁明县	Ningming County	崇左市	Chongzuo	广西壮族自治区	Guangxi	中国	China	107.06284	22.138447	0
879	扶绥县	Fusui County	崇左市	Chongzuo	广西壮族自治区	Guangxi	中国	China	107.90538	22.643337	0
880	龙州县	Longzhou County	崇左市	Chongzuo	广西壮族自治区	Guangxi	中国	China	106.85036	22.351665	0
881	大新县	Daxin County	崇左市	Chongzuo	广西壮族自治区	Guangxi	中国	China	107.19543	22.841093	0
882	天等县	Tiandeng County	崇左市	Chongzuo	广西壮族自治区	Guangxi	中国	China	107.1324	23.084743	0
883	凭祥市	Pingxiang, Chongzuo	崇左市	Chongzuo	广西壮族自治区	Guangxi	中国	China	106.7695546	22.09824	0
886	广州市	Guangzhou	广州市	Guangzhou	广东省	Guangdong	中国	China	113.264432	23.129173	0
887	番禺区	Panyu District	广州市	Guangzhou	广东省	Guangdong	中国	China	113.3661	22.943789	0
888	花都区	Huadu District	广州市	Guangzhou	广东省	Guangdong	中国	China	113.220126	23.404286	0
889	增城区	Zengcheng District	广州市	Guangzhou	广东省	Guangdong	中国	China	113.811107	23.26047	0
890	从化区	Conghua District	广州市	Guangzhou	广东省	Guangdong	中国	China	113.58632	23.548445	0
892	深圳市	Shenzhen	深圳市	Shenzhen	广东省	Guangdong	中国	China	114.058229	22.543137	0
895	珠海市	Zhuhai	珠海市	Zhuhai	广东省	Guangdong	中国	China	113.576576	22.27099	0
896	斗门区	Doumen District	珠海市	Zhuhai	广东省	Guangdong	中国	China	113.29631	22.209193	0
897	黄茅洲镇	Huangmaozhou Town	益阳市	Yiyang	湖南省	Hunan	中国	China	112.489429	28.960005	0
898	金湾区	Jinan District	珠海市	Zhuhai	广东省	Guangdong	中国	China	113.363373	22.146808	0
900	汕头市	Shantou	汕头市	Shantou	广东省	Guangdong	中国	China	116.6757898	23.35548137	0
901	潮阳区	Chaoyang District, Shantou	汕头市	Shantou	广东省	Guangdong	中国	China	116.59406	23.260954	0
902	澄海区	Chenghai District	汕头市	Shantou	广东省	Guangdong	中国	China	116.76804	23.463154	0
903	南澳县	Nan'ao County	汕头市	Shantou	广东省	Guangdong	中国	China	117.01698	23.42544	0
905	韶关市	Shaoguan	韶关市	Shaoguan	广东省	Guangdong	中国	China	113.5888241	24.80469383	0
906	曲江区	Qujiang District, Shaoguan	韶关市	Shaoguan	广东省	Guangdong	中国	China	113.59617	24.683868	0
907	乐昌市	Lechang	韶关市	Shaoguan	广东省	Guangdong	中国	China	113.34679	25.134874	0
908	南雄市	Nanxiong	韶关市	Shaoguan	广东省	Guangdong	中国	China	114.30209	25.118843	0
909	始兴县	Shixing County	韶关市	Shaoguan	广东省	Guangdong	中国	China	114.06315	24.945763	0
910	仁化县	Renhua County	韶关市	Shaoguan	广东省	Guangdong	中国	China	113.74312	25.090054	0
911	翁源县	Wengyuan County	韶关市	Shaoguan	广东省	Guangdong	中国	China	114.1319	24.344467	0
912	新丰县	Xinfeng County, Shaoguan	韶关市	Shaoguan	广东省	Guangdong	中国	China	114.20171	24.062494	0
913	乳源瑶族自治县	Ruyuan Yao Autonomous County	韶关市	Shaoguan	广东省	Guangdong	中国	China	113.26926	24.784229	0
914	浈江区	Zhenjiang District	韶关市	Shaoguan	广东省	Guangdong	中国	China	113.6110972	24.80438056	0
915	武江区	Wujiang District, Shaoguan	韶关市	Shaoguan	广东省	Guangdong	中国	China	113.587775	24.792925	0
917	佛山市	Foshan	佛山市	Foshan	广东省	Guangdong	中国	China	113.121428	23.02152	0
918	顺德区	Shunde District	佛山市	Foshan	广东省	Guangdong	中国	China	113.293454	22.805154	0
919	三水区	Sanshui District	佛山市	Foshan	广东省	Guangdong	中国	China	112.896526	23.155923	0
920	高明区	Gaoming District	佛山市	Foshan	广东省	Guangdong	中国	China	112.892579	22.900283	0
921	南海区	Nanhai District	佛山市	Foshan	广东省	Guangdong	中国	China	113.143312	23.028891	0
923	江门市	Jiangmen	江门市	Jiangmen	广东省	Guangdong	中国	China	113.082002	22.578646	0
924	新会区	Xinhui District	江门市	Jiangmen	广东省	Guangdong	中国	China	113.034308	22.458279	0
925	台山市	Taishan	江门市	Jiangmen	广东省	Guangdong	中国	China	112.79442	22.251373	0
926	开平市	Kaiping	江门市	Jiangmen	广东省	Guangdong	中国	China	112.69155	22.37538	0
927	鹤山市	Heshan, Jiangmen	江门市	Jiangmen	广东省	Guangdong	中国	China	112.964323	22.76528	0
928	恩平市	Enping	江门市	Jiangmen	广东省	Guangdong	中国	China	112.30747	22.191948	0
929	上川岛风景区	Shangchuan Island Scenic Area	江门市	Jiangmen	广东省	Guangdong	中国	China	112.7940639	22.251925	1
930	蓬江区	Pengjiang District	江门市	Jiangmen	广东省	Guangdong	中国	China	113.0784972	22.59515556	0
931	江海区	Jianghai District	江门市	Jiangmen	广东省	Guangdong	中国	China	113.1116111	22.560475	0
933	茂名市	Maoming	茂名市	Maoming	广东省	Guangdong	中国	China	110.8914023	21.67064498	0
934	高州市	Gaozhou	茂名市	Maoming	广东省	Guangdong	中国	China	110.85381	21.919214	0
935	化州市	Huazhou	茂名市	Maoming	广东省	Guangdong	中国	China	110.62531	21.654028	0
936	信宜市	Xinyi, Maoming	茂名市	Maoming	广东省	Guangdong	中国	China	110.9388	22.363495	0
937	电白县（现电白区）	Dianbai County	茂名市	Maoming	广东省	Guangdong	中国	China	111.00157	21.511053	0
938	电白区	Dianbai District	茂名市	Maoming	广东省	Guangdong	中国	China	111.0497861	21.46463056	0
940	湛江市	Zhanjiang	湛江市	Zhanjiang	广东省	Guangdong	中国	China	110.3842085	21.18997161	0
941	廉江市	Lianjiang	湛江市	Zhanjiang	广东省	Guangdong	中国	China	110.28332	21.613159	0
942	雷州市	Leizhou	湛江市	Zhanjiang	广东省	Guangdong	中国	China	110.08791	20.901958	0
943	吴川市	Wuchuan	湛江市	Zhanjiang	广东省	Guangdong	中国	China	110.77861	21.44651	0
944	遂溪县	Suixi County, Zhanjiang	湛江市	Zhanjiang	广东省	Guangdong	中国	China	110.25089	21.38298	0
945	徐闻县	Xuwen County	湛江市	Zhanjiang	广东省	Guangdong	中国	China	110.16278	20.329676	0
946	麻章区	Mazhang District	湛江市	Zhanjiang	广东省	Guangdong	中国	China	110.3342	21.26333889	0
947	坡头区	Potou District	湛江市	Zhanjiang	广东省	Guangdong	中国	China	110.4553333	21.24472222	0
948	赤坎区	Chikan District	湛江市	Zhanjiang	广东省	Guangdong	中国	China	110.365925	21.26606389	0
949	霞山区	Xiashan District	湛江市	Zhanjiang	广东省	Guangdong	中国	China	110.3980694	21.19171944	0
951	肇庆市	Zhaoqing	肇庆市	Zhaoqing	广东省	Guangdong	中国	China	112.465138	23.04715	0
952	高要区	Gaoyao District	肇庆市	Zhaoqing	广东省	Guangdong	中国	China	112.457826	23.025353	0
953	四会市	Sihui	肇庆市	Zhaoqing	广东省	Guangdong	中国	China	112.734027	23.326323	0
954	广宁县	Guangning County	肇庆市	Zhaoqing	广东省	Guangdong	中国	China	112.43132	23.642736	0
955	怀集县	Huaiji County	肇庆市	Zhaoqing	广东省	Guangdong	中国	China	112.17924	23.912186	0
956	封开县	Fengkai County	肇庆市	Zhaoqing	广东省	Guangdong	中国	China	111.5081	23.445099	0
957	德庆县	Deqing County	肇庆市	Zhaoqing	广东省	Guangdong	中国	China	111.77102	23.146791	0
959	惠州市	Huizhou	惠州市	Huizhou	广东省	Guangdong	中国	China	114.416678	23.111182	0
